,ID,family,individual,pixel.correction,standard.length.raw,body.depth.raw,standard.length,body.depth,melanophores,note,x.1,y.1,x.2,y.2,x.3,y.3,x.4,y.4,x.5,y.5,x.6,y.6,x.7,y.7,x.8,y.8,x.9,y.9,x.10,y.10,x.11,y.11,x.12,y.12,x.13,y.13,x.14,y.14,x.15,y.15,x.16,y.16,x.17,y.17,x.18,y.18,x.19,y.19
38,F2-14-4,14,4,864.333,3279.432,828.196,3.79417655,0.9581908824,26,,4.2483626102,1.6937916289,3.8804488548,1.4022373321,3.5194768683,1.2911690286,2.7489405125,1.1662171871,2.2907837604,1.2356348768,1.7632093186,1.3675284873,0.715002204,1.7354422427,0.5831085936,1.7632093186,0.478982059,1.8534523153,0.6108756694,1.8951029291,0.7705363558,1.9298117739,1.5618980185,2.0478218464,2.5059785985,2.1172395362,2.7975328953,2.1102977672,3.3112237992,2.0061712326,3.9706918514,1.9506370808,3.8873906238,1.5341309426,3.4986515614,1.4577714839,2.6934063607,1.5549562495
39,F2-14-5,14,5,864.021,3081.092,702.41,3.56599203,0.8129547777,30,,4.104066915,1.409687959,3.7360203051,1.1805268622,3.3957507977,1.1041398299,2.6874346804,1.0694184516,2.3471651731,1.1319169326,1.7846788446,1.2013596892,0.8472016305,1.4444093373,0.6388733607,1.4513536129,0.5347092258,1.5485734722,0.652761912,1.6041276775,0.8472016305,1.6110719531,1.5416291965,1.7916231203,2.4443850323,1.9513414605,2.7499331613,1.8818987039,3.2499210089,1.7499574663,3.8471287156,1.6596818827,3.7637974077,1.2708024458,3.3749179707,1.2569138945,2.7013232317,1.3402452024
40,F2-14-6,14,6,876.514,3450.829,832.25,3.93699245,0.9494999509,31,,4.223549196,1.382750304,3.8607483737,1.2047725421,3.4500304616,1.1226289597,2.6285946374,1.1020930641,2.1836502326,1.1842366465,1.6017998572,1.2937614231,0.7119110476,1.6291810513,0.4586350018,1.7181699323,0.3354196282,1.8208494103,0.4586350018,1.855075903,0.691375152,1.8276947088,1.4375126923,2.0330536649,2.4848433682,2.1083519487,2.7723459066,2.0262083663,3.2925885953,1.8687665,3.9565825532,1.7250152308,3.8539030751,1.3142973187,3.4637210586,1.3074520202,2.6902023242,1.4375126923
41,F2-14-7,14,7,876.082,3132.207,660.981,3.575244098,0.7544738963,34,,4.2050858253,1.5478003201,3.9037441701,1.3765834705,3.540764449,1.2670046868,2.8285023548,1.191669273,2.4107332419,1.2327613169,1.8559906493,1.3149454047,1.0615444673,1.4930109282,0.780748834,1.5204056241,0.6574727023,1.568346342,0.77390016,1.6436817558,0.9862090535,1.7053198217,1.6642277778,1.9450234111,2.5408580475,2.0135101509,2.8627457247,1.951872085,3.3079095336,1.8696879972,3.9037441701,1.8354446273,3.8831981481,1.4793135802,3.4928237311,1.4382215363,2.8079563329,1.5341029721
42,F2-14-8,14,8,882.184,3528.005,822.35,3.999171375,0.9321751471,49,,4.4412503514,1.5983060223,4.0467748225,1.3262539334,3.6386966891,1.190227889,2.931361258,1.0950096578,2.4484688002,1.1018109601,1.9519737379,1.190227889,0.8841692889,1.4826838845,0.6461237112,1.5166903957,0.4692898534,1.5983060223,0.6325211067,1.679921649,0.8501627778,1.7003255557,1.5983060223,1.9519737379,2.6117000535,2.0403906668,2.9721690713,2.0199867601,3.3394393913,1.924768529,4.1147878447,1.8567555068,4.0399735203,1.4690812801,3.6250940847,1.435074769,2.8633482357,1.5234916979
43,F2-14-9,14,9,876.185,4182.62,901.998,4.773672227,1.029460673,20,,4.814051827,1.5681619749,4.4442669071,1.3490301706,4.0744819873,1.1915291862,3.1089324743,1.0956590218,2.5200157501,1.1367462351,1.8215331237,1.2257685306,0.5204380353,1.5681619749,0.2259796732,1.5818577127,0.1095659022,1.6503364016,0.2602190177,1.7530544349,0.5478295109,1.8078373859,1.4038131217,2.0817521414,2.7459954233,2.1776223058,3.2048026387,2.1296872236,3.8758937896,1.9379468948,4.5195934649,1.8557724681,4.4442669071,1.444900335,4.0060032984,1.4106609905,3.0883888676,1.5544662372
44,F2-15-10A,15,10A,870.021,3821.133,870.745,4.392000883,1.000832164,16,,4.6688528208,1.4827228308,4.3102407873,1.2620385025,3.8964576717,1.1654891089,3.027513129,1.0758361005,2.5102842345,1.1103180268,1.8827131759,1.1930746499,0.7654987638,1.5792722245,0.4758505829,1.6413396918,0.2896481809,1.7240963149,0.4827469682,1.8206457086,0.8551517722,1.7999565528,1.4689300603,1.9516770285,2.7378649481,2.12408666,3.0619950553,2.0758119632,3.7309444255,1.9102987169,4.4067901809,1.751681856,4.3171371726,1.3378987404,3.8757685159,1.3241059699,3.1171661374,1.3654842814
45,F2-15-11A ,15,11A ,876.185,3588.607,876.514,4.09571837,1.000375491,19,,4.0950255939,1.5544662372,3.8211108385,1.3490301706,3.4102387053,1.2120727928,2.5679508323,1.0545718085,2.0886000103,1.0545718085,1.3627259083,1.1230504973,0.301306231,1.4722918105,0.0479350822,1.561314106,0.0068478689,1.6503364016,0.0890222955,1.7051193526,0.2739147554,1.6982714838,0.9860931196,1.9310990259,2.2392531258,2.1159914858,2.64327739,2.0269691903,3.2664334587,1.8694682059,3.8553501829,1.8283809926,3.7731757563,1.4791396794,3.3828472298,1.4106609905,2.6706688656,1.4585960727
46,F2-15-1A,15,1A,864,3150.091,840,3.645938657,0.9722222222,27,,4.5277777778,1.5277777778,4.2013888889,1.3055555556,3.8263888889,1.1875,3.0277777778,1.0694444444,2.6736111111,1.0972222222,2.0972222222,1.1458333333,1.375,1.3541666667,1.0069444444,1.4375,0.8472222222,1.5069444444,1.0069444444,1.5972222222,1.25,1.625,1.8958333333,1.8611111111,2.7708333333,2.0416666667,3.0972222222,2.0347222222,3.5902777778,1.875,4.2152777778,1.8333333333,4.1875,1.4236111111,3.8125,1.3541666667,3.1180555556,1.4375
47,F2-15-2A,15,2A,882.02,3540.02,936.019,4.013537108,1.061221968,49,,4.3944581756,1.6666288746,4.0135144328,1.4217364686,3.6121629895,1.2992902655,2.8638806376,1.1632389288,2.4421214938,1.1428312283,1.7482596767,1.2176594635,0.8503208544,1.5373801048,0.5578104805,1.5713929389,0.3741411759,1.653023741,0.4829822453,1.7550622435,0.7890977529,1.7618648103,1.5169724043,2.0339674837,2.5305548627,2.2108342214,2.7754472688,2.1904265209,3.4080859844,2.0339674837,4.1223555021,1.9727443822,4.0067118659,1.5849980726,3.6053604227,1.5509852384,2.8366703703,1.6598263078
48,F2-15-3A,15,3A,870.186,3259.243,798.812,3.745455569,0.9179784552,39,,4.0267253208,1.3652253656,3.640600975,1.1238976495,3.2613717067,1.0204714854,2.5304934807,0.9515207094,2.1236839021,0.9859960974,1.5789727713,1.0894222614,0.5378160531,1.3790155208,0.3585440354,1.3997007536,0.2482227937,1.4893367625,0.4481800443,1.5307072281,0.6205569844,1.5651826161,1.2273238135,1.7651398666,2.2409002213,1.8823561859,2.5649688687,1.8685660307,3.082099689,1.7168743234,3.6612862078,1.6686087802,3.6268108198,1.2480090463,3.2200012411,1.1928484255,2.5098082479,1.3169598224
49,F2-15-4A,15,4A,870.021,2972.302,882.734,3.416356617,1.014612291,48,,4.0205926064,1.4689300603,3.6481878024,1.3034168141,3.2550938426,1.2551421173,2.5378697756,1.220660191,2.2758071357,1.2413493467,1.8620240201,1.2965204288,1.0827324858,1.5585830687,0.744809608,1.6551324623,0.6275710586,1.7034071591,0.7517059933,1.779267397,1.0344577889,1.806852938,1.5378939129,1.9171951022,2.524077005,2.2275324389,2.655108325,2.2068432831,3.027513129,2.0206408811,3.7240480402,1.8206457086,3.6619805729,1.5103083719,3.2344046868,1.5378939129,2.6137300134,1.7999565528
50,F2-15-5A,15,5A,864.187,2911.583,690.104,3.369158527,0.7985586453,24,,4.4851403689,1.430246,4.1657650485,1.2636153981,3.7700173689,1.1941859806,3.0271226019,1.1803000971,2.5897172718,1.1941859806,2.228684301,1.2358436311,1.5760477767,1.4163601165,1.2705583398,1.4927324757,1.1455853883,1.5482760097,1.2705583398,1.6177054272,1.4441318835,1.6385342524,2.0481678155,1.8607083883,2.8952067087,2.0203960485,3.0965520194,1.9648525146,3.686702068,1.8259936796,4.2421374078,1.7079636699,4.1727079903,1.3399877573,3.7630744272,1.3122159903,3.1173808447,1.3816454078
51,F2-15-6A,15,6A,864.021,3523.655,780.023,4.078205275,0.9027824555,41,,4.5068349033,1.5485734722,4.2498967039,1.3263566511,3.8471287156,1.1666383109,3.0207599121,1.0763627273,2.5693819942,1.0763627273,1.7707902933,1.0902512786,0.8541459062,1.3055238241,0.5416535015,1.347189478,0.4236008153,1.4235765103,0.5763748798,1.4860749912,0.8472016305,1.4860749912,1.4513536129,1.7013475367,2.6457690264,1.9930071144,3.0554812904,1.9652300118,3.7082432024,1.7916231203,4.2707295309,1.756901742,4.2221196013,1.3819108563,3.8124073373,1.3402452024,3.1179797713,1.3263566511
52,F2-15-7A,15,7A,738.878,3901.181,822.022,5.279871643,1.112527373,22,,0.2030105105,1.8108537539,0.6252723724,1.5103981983,1.0637750752,1.3804714716,2.1275501504,1.2749060061,2.7528225228,1.2830264266,3.5242624628,1.3561102103,4.5393150155,1.5510003005,5.262032433,1.6484453455,5.4488021026,1.6890474476,5.2539120125,1.7702516518,4.8072888894,1.8839375377,3.9952468472,2.160031832,2.4604873876,2.3874036038,1.9895030032,2.3874036038,1.3317489491,2.2087543546,0.5521885886,2.1194297299,0.6333927929,1.6484453455,1.0637750752,1.5916024026,1.9813825828,1.6403249251
53,F2-15-8A,15,8A,750,3645.088,811.798,4.860117333,1.082397333,22,,0.304,1.856,0.656,1.584,1.072,1.44,2.04,1.288,2.624,1.328,3.496,1.432,4.688,1.856,4.952,1.952,5.112,2.032,4.928,2.112,4.696,2.128,3.824,2.328,2.408,2.496,1.832,2.32,1.304,2.224,0.544,2.152,0.64,1.728,1.048,1.736,1.976,1.832
54,F2-15-9A,15,9A,876.185,3630.317,894.081,4.143322472,1.02042491,24,,4.2182872339,1.7599023037,3.971763954,1.5544662372,3.608826903,1.4106609905,2.6912124723,1.2189206617,2.2461009947,1.2394642684,1.5202268927,1.321638695,0.3766327887,1.6366406638,0.2465232799,1.6366406638,0.0890222955,1.7188150904,0.2533711488,1.8146852548,0.5135901665,1.8283809926,1.2668557439,2.0680564036,2.3830583724,2.2461009947,2.7870826367,2.1981659125,3.4170865742,2.0406649281,3.9649160851,2.0201213214,3.9169810029,1.6640321393,3.5198046075,1.6024013194,2.7939305055,1.6503364016
55,F2-16-10A,16,10A,870.083,3313.065,726.223,3.807757421,0.834659452,37,,4.1858075609,1.7446611415,3.8685964442,1.5722637955,3.5238017522,1.4274500249,2.8549000498,1.2619485727,2.3790833748,1.2619485727,1.7722447169,1.3653869803,0.6620058086,1.592951477,0.4965043565,1.592951477,0.3516905858,1.6343268401,0.4620248873,1.72397346,0.7033811717,1.7377652477,1.4688253879,2.027392789,2.454938207,2.1515188781,2.8411082621,2.1032476212,3.3651961939,2.0204968951,3.9789307457,1.9722256382,3.8823882319,1.6963898846,3.4962181769,1.6619104154,2.8549000498,1.7101816723
56,F2-16-11A,16,11A,876.329,3722.786,801.803,4.248160223,0.9149565974,31,,4.5873182332,1.5199770862,4.2929082571,1.3214215209,3.9026438701,1.2050268792,3.067341147,1.116019212,2.5743756055,1.1639464174,1.9102414732,1.2529540846,0.7189080813,1.6021380098,0.5340460033,1.6295249843,0.3834176434,1.691145677,0.5340460033,1.7527663697,0.7599885431,1.7527663697,1.4652031372,1.9650154223,2.7797779145,2.0677165768,3.1631955578,2.0540230895,3.7794024847,1.8760077551,4.3819159243,1.766459857,4.2792147698,1.4104291881,3.9094906137,1.37619547,3.1631955578,1.4857433681
57,F2-16-12A,16,12A,900.18,3642.969,829.065,4.046933947,0.9209991335,29,,4.5257615144,1.7263214024,4.2191561688,1.5130307272,3.8458974872,1.366393388,3.0860494568,1.2264213824,2.6394721056,1.2464173832,1.9862694128,1.3397320536,0.8731587016,1.699660068,0.6198760248,1.7529827368,0.4799040192,1.83296674,0.6465373592,1.8796240752,1.0131307072,1.9062854096,1.5730187296,2.0529227488,2.7461174432,2.1595680864,3.1060454576,2.1462374192,3.7259214824,1.9729387456,4.2458175032,1.9596080784,4.1924948344,1.6130107312,3.8392321536,1.566353396,3.0527227888,1.6396720656
58,F2-16-13A,16,13A,871.013,3624.243,793.113,4.160951674,0.9105639066,23,,4.3191088996,1.8185721683,4.0022364764,1.6394703638,3.6509213984,1.5085882759,2.8311862165,1.4121488428,2.4040972982,1.4121488428,1.6945786113,1.5085882759,0.5579710062,1.7979065754,0.2755412376,1.846126292,0.1584362116,1.9012345396,0.3237609542,1.9563427871,0.6199677846,1.9907854418,1.274378224,2.1423331225,2.5143137932,2.3489890507,2.886294464,2.307657865,3.5269278415,2.1147789987,4.0986759095,2.0458936893,4.0160135383,1.729021266,3.6164787437,1.6601359566,2.886294464,1.6945786113
59,F2-16-14A,16,14A,900.32,3690.59,823.4,4.099198063,0.9145637107,19,,4.4517504887,1.7460458504,4.0918784432,1.5261240448,3.7519992891,1.4261595877,2.9256264439,1.3261951306,2.4591256442,1.3328594278,1.8593389017,1.3995023991,1.006308868,1.6127599076,0.526479474,1.7327172561,0.3798649369,1.7993602275,0.5398080682,1.8460103074,0.766394171,1.872667496,1.4994668562,2.0859250044,2.592411587,2.2858539186,2.9589479296,2.2258752444,3.6053847521,2.0326106273,4.1985071974,1.9726319531,4.0852141461,1.6460813933,3.745334992,1.5994313133,2.9189621468,1.7127243647
60,F2-16-15A,16,15A,882.082,3258.088,732.885,3.693633925,0.8308581288,23,,4.2853158777,1.7005221737,3.9860239751,1.5508762224,3.6527216291,1.4284386259,2.8568772518,1.3128031181,2.516772817,1.3264072955,1.850168125,1.4012302711,1.0135112155,1.6188971093,0.7414276677,1.6529075528,0.5713754504,1.7141263511,0.7482297564,1.7753451493,0.9250840625,1.782147238,1.4760532468,1.9453973667,2.6188041475,2.1426579388,2.9793148483,2.1154495841,3.5302840326,1.9998140762,3.9452114429,1.9453973667,3.9928260638,1.6597096415,3.6051070082,1.625699198,2.986116937,1.7141263511
61,F2-16-16A,16,16A,888.324,3798.384,882.51,4.275899334,0.9934550907,34,,4.5794102152,1.742607427,4.2822213517,1.5805044106,3.8702095181,1.4251556864,2.9786429276,1.3103327164,2.5058424629,1.3170870088,1.9317276129,1.3441041782,0.8780580059,1.5805044106,0.5065719265,1.6412930417,0.3309603253,1.6885730882,0.4525375876,1.7831331811,0.6349034812,1.7966417658,1.3238413011,2.0465505829,2.6949626488,2.2897051076,3.0664487282,2.2424250611,3.7216150864,2.087076337,4.3295013981,1.9925162441,4.2619584746,1.6412930417,3.8702095181,1.5940129953,3.120483067,1.6345387494
62,F2-16-17A,16,17A,870.517,2736.322,564.128,3.143329768,0.6480378901,23,,3.7494959892,1.7093290539,3.5289374016,1.5852648484,3.1980995202,1.4612006428,2.557101125,1.3853836283,2.1918009643,1.3991685401,1.6817592304,1.4749855546,0.9442664532,1.6679743187,0.7168154097,1.7162215097,0.6203210276,1.7713611566,0.6754606745,1.8127158918,0.8822343504,1.8265008035,1.3715987166,1.9436725532,2.253833067,2.0884141263,2.6260256836,2.0332744794,3.1636372409,1.9436725532,3.5702921367,1.9092102739,3.508260034,1.654189407,3.1980995202,1.6197271277,2.6260256836,1.6610818628
63,F2-16-18A,16,18A,883.305,2034.08,852.76,2.302805939,0.9654196455,NA,pacman fish,3.3284086471,1.793265067,3.049909148,1.6506189821,2.7102756126,1.5079728972,2.1600692852,1.3245707881,1.8068504084,1.3653268124,1.467216873,1.5419362508,1.1547540204,1.7321310306,1.093619984,1.7796797256,1.0460712891,1.8272284205,1.093619984,1.9223258105,1.1683393618,1.956289164,1.3177781174,1.8679844448,1.9766671761,2.3163007115,2.234788663,2.2483740044,2.6627269177,2.0989352489,3.1110431844,2.0378012125,3.0227384652,1.7864723963,2.6627269177,1.7525090427,2.071764566,1.8136430791
64,F2-16-1A,16,1A,888.02,2828.547,702,3.185228936,0.790522736,32,,3.7836985653,1.7972568185,3.4593815455,1.5810454719,3.1756041531,1.4459133803,2.4796738812,1.3580775208,2.1621134659,1.3580775208,1.6418549132,1.3783473345,0.8783585955,1.5675322628,0.6756604581,1.6013152857,0.581067994,1.6486115178,0.6891736673,1.7229341681,0.8040359451,1.7432039819,1.3851039391,1.9323889102,2.1891398842,2.1350870476,2.4594040675,2.128330443,3.0269588523,2.0202247697,3.4593815455,2.0202247697,3.4593815455,1.7229341681,3.1080381072,1.6823945407,2.5202135087,1.7026643544
65,F2-16-2A,16,2A,882.02,3759.238,960.019,4.262077957,1.088432235,57,,4.5849300469,1.8434956123,4.2584068388,1.6122083399,3.9046733634,1.4761570032,3.054352509,1.2584748645,2.5917779642,1.2720799982,1.897916147,1.3333030997,0.7346772182,1.6258134736,0.5442053468,1.6326160405,0.4013514433,1.6870365751,0.5442053468,1.7822725108,0.741479785,1.8230879118,1.4353416022,2.0815854516,2.7482370014,2.3400829913,3.09516791,2.2992675903,3.7278066257,2.1700188204,4.2992222399,2.1019931521,4.2448017052,1.7822725108,3.8230425614,1.7006417088,3.0747602095,1.7958776445
66,F2-16-3A,16,3A,888.02,3150.28,780.369,3.547532713,0.8787741267,41,,4.2499042814,1.6080718903,3.9053174478,1.4324001712,3.547217405,1.3107812887,2.918853179,1.1621359879,2.5539965316,1.1553793833,2.128330443,1.2026756154,1.290511475,1.4391567757,0.837818968,1.499966217,0.7162000856,1.5742888674,0.8310623635,1.6215850994,1.081056733,1.6891511452,1.7229341681,1.8850926781,2.6215625774,2.0877908155,2.9593928065,2.0134681651,3.2769532218,1.918875701,3.8782910295,1.8986058873,3.8850476341,1.5405058445,3.5134343821,1.5337492399,2.8783135515,1.6080718903
67,F2-16-4A,16,4A,894.181,3253.793,715.234,3.63885276,0.7998760877,40,,4.0528707275,1.7311931253,3.7374983365,1.5500217517,3.3885756911,1.3889805308,2.6638901967,1.3017498694,2.2612871443,1.2950398186,1.6372524131,1.4158207343,0.6441648838,1.7714534306,0.5099638664,1.7848735323,0.4361533068,1.8251338376,0.5099638664,1.8855242954,0.6642950365,1.905654448,1.3017498694,1.9995951603,2.3887781109,2.1807665338,2.7980912142,2.0734057199,3.3348952841,1.9459147533,3.7844686926,1.9392047024,3.7442083873,1.6305423622,3.3617354876,1.5835720061,2.757830909,1.5969921079
68,F2-16-5A,16,5A,876.021,2893.798,691.277,3.303343185,0.7891100784,32,,3.8492227926,1.8218741332,3.4999160979,1.6232487577,3.164307705,1.5205114946,2.5204875226,1.4246233823,2.1848791296,1.4657182876,1.7054385683,1.554757249,0.773954049,1.8424215858,0.6575184841,1.8766673402,0.5342337684,1.9520079998,0.6369710315,1.9999520559,0.773954049,2.0136503577,1.4314725332,2.1232367717,2.273918091,2.2465214875,2.5410349752,2.1848791296,2.938285726,2.1026893191,3.5889550593,2.0478961121,3.5136143997,1.7602317753,3.1300619506,1.7465334735,2.5204875226,1.8150249823
69,F2-16-6A,16,6A,894.181,3427.896,810,3.833559425,0.9058568679,54,,4.3615330677,1.9123644989,4.0059003714,1.6372524131,3.6703978277,1.4963413448,2.9188721299,1.3420101747,2.5028489758,1.3621403273,1.9190745498,1.4493709886,0.9192769697,1.6640926166,0.6710050873,1.7244830745,0.5233839681,1.7714534306,0.6642950365,1.8653941428,0.9662473258,1.9123644989,1.8251338376,2.1606363812,2.596789688,2.2814172969,2.9390022825,2.22773689,3.2946349788,2.1472162795,4.0998410836,2.1337961777,3.9991903205,1.8385539393,3.603297319,1.8117137358,2.8853218755,1.851974041
70,F2-16-7A,16,7A,1008.161,2745.47,699.122,2.723245593,0.6934626513,26,,3.6006153779,1.6604490751,3.3447038717,1.4938090246,3.0590352136,1.3688289866,2.5234064797,1.327168974,2.2139321001,1.3628775563,1.8092348345,1.4402461512,1.2200432272,1.6544976447,0.9998403033,1.7199633789,0.9224717084,1.7794776826,0.9819860122,1.8151862649,1.0831603286,1.8211376953,1.6068862017,1.9580205939,2.2734464039,2.0056320369,2.6424350873,1.9639720243,2.9042980238,1.8449434168,3.3744610236,1.833040556,3.3387524413,1.5830804802,3.0352294921,1.5295176068,2.5353093405,1.5711776194
71,F2-16-8A,16,8A,864.083,3348.973,728.475,3.875753834,0.8430613726,32,,4.4579050855,1.6317876871,4.0551659968,1.4373619201,3.687145795,1.3401490366,2.9649929463,1.2915425949,2.5761414123,1.3262614818,1.9650890019,1.4304181427,0.833253287,1.7914945671,0.7013215166,1.8331572314,0.5832773009,1.8748198958,0.6943777392,1.9164825601,0.9304661705,1.9650890019,1.7081692384,2.1109083271,2.728904515,2.2428400975,3.1177560489,2.1317396593,3.4649449185,2.0275829984,4.2079290994,1.9442576697,4.0621097742,1.5762374679,3.6732582402,1.5554061358,2.9441616141,1.6317876871
72,F2-16-9A,16,9A,882.184,3337.057,925.946,3.782722199,1.049606431,63,,4.2440125869,1.6867229512,3.8767422669,1.5302930001,3.5026706447,1.4622799779,2.8361430269,1.3330552356,2.4756740091,1.2990487245,1.9655763424,1.3534591423,0.8433614756,1.7139281601,0.6393224089,1.7479346712,0.5100976667,1.7615372757,0.5577067823,1.8907620179,0.7821497556,1.8567555068,1.4894851868,1.9995828535,2.5708922402,2.4212635913,2.870149538,2.3192440579,3.4686641336,2.108403689,4.0263709158,1.9995828535,3.9039474758,1.6595177423,3.4890680402,1.6595177423,2.7613287024,1.7615372757
73,F2-2-10A,2,10A,864,3769.38,852.528,4.362708333,0.9867222222,56,,4.5972222222,1.5069444444,4.2291666667,1.3194444444,3.8611111111,1.2013888889,3.0347222222,1.1180555556,2.5138888889,1.1388888889,1.8125,1.2291666667,0.7291666667,1.5416666667,0.4236111111,1.5763888889,0.25,1.6388888889,0.4027777778,1.7291666667,0.6527777778,1.7569444444,1.4444444444,2,2.6805555556,2.1180555556,3.0694444444,2.0763888889,3.6736111111,1.9166666667,4.3680555556,1.7986111111,4.2291666667,1.4444444444,3.8680555556,1.4375,3.0486111111,1.4652777778
74,F2-2-11A,2,11A,864.021,3606.005,816.551,4.173515459,0.9450592057,31,,4.4443364224,1.7638460176,4.124899742,1.6249605044,3.798518786,1.5346849209,3.0415927391,1.4235765103,2.451329308,1.4027436833,1.7430131907,1.4652421643,0.7916474252,1.6666261584,0.4097122639,1.715236088,0.2430496481,1.777734569,0.3749908856,1.8402330499,0.652761912,1.8818987039,1.3819108563,2.1527254546,2.5346606159,2.3471651731,3.0415927391,2.3471651731,3.5346363109,2.2082796599,4.2221196013,2.0902269736,4.1526768447,1.7291246393,3.7707416834,1.7430131907,3.0138156364,1.8124559473
75,F2-2-12A,2,12A,870,3855.405,870.083,4.4315,1.000095402,44,,4.6689655172,1.8827586207,4.3448275862,1.675862069,3.9724137931,1.524137931,3.1310344828,1.3448275862,2.5793103448,1.3172413793,1.8620689655,1.3448275862,0.6896551724,1.5931034483,0.3724137931,1.6,0.2206896552,1.7517241379,0.3862068966,1.8068965517,0.8275862069,1.8344827586,1.4551724138,2.0965517241,2.7172413793,2.3379310345,3.1862068966,2.3172413793,3.7310344828,2.2206896552,4.4275862069,2.1517241379,4.3310344828,1.7793103448,3.9310344828,1.7103448276,3.124137931,1.7034482759
